AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,virialRadius,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
QSO1211+0841,UGC07239,,"('183.6275', '8.41889')","('183.53683', '7.77625')",,,281.9943861,,1522.32,,24.9,,13.65,12.7,22,x,x,,,.I..9*.,,-99,Im:            HII,,0.004083,0.585,RT,,,,,,,,,,
PG1011-040,IC0600,,"('153.58625', '-4.31083')","('154.29546', '-3.49778')",,,381.8723843,,1547.08,,20.299999,,13.58,7.09,59,x,x,,,.SBS8..,,-99,SB(s)dm,,0.004353,0.058,SP,,,,,,,,,,
TON1187,SDSSJ101307.71+360547.1,,"('153.26292', '35.85611')","('153.28213', '36.09642')",,,282.4020242,,4770.57,,67.1910997,,13.38,2.68,78,125,59.56980907,,,x,,x,x,,0.015123,0.07,SP,,,,,,,,,,
SDSSJ161711.40+063833.0,NGC6106,,"('244.2975', '6.6425')","('244.69653', '7.41089')",,,363.1383465,,1610.68,,24.069,,13.37,8.83,49,145,62.43559542,,,.SAS5..,,140,SA(s)c,,0.004829,0.229,DG,,,,,,,,,,
ESO267-G13,HIPASSJ1205-43,,"('181.22042', '-43.73139')","('181.39981', '-43.77007')",,,105.7716317,,3181.76,,44.81353189,,13.29,10.77,36,167,-64.82238487,,,x,,x,Im,,0.010067,0.0149,SP,,,,,,,,,,
SDSSJ161649.40+415416.0,SDSSJ161747.31+415336.7,,"('244.20583', '41.90444')","('244.44712', '41.89353')",,,339.8324954,,7683.25,,108.21485,,13.21,11.09,33,179,-86.4108265,,,x,,x,x,,0.02509,0.44,DG,,,,,,,,,,
US645,SDSSJ092946.53+463942.4,,"('142.29125', '46.74')","('142.44391', '46.66179')",,,291.5090381,,9074.36,,127.807827,,12.95,9.19,45,84,33.1287638,,,x,,x,x,,0.029627,0.24,DG,,,,,,,,,,
PG1049-005,SDSSJ105152.66+003314.7,,"('162.96417', '0.855')","('162.96942', '0.55408')",,,432.0007423,,5839.13,,82.24130578,,12.94,8.28,50,163,16.00080684,,,x,,x,x,,0.018582,0.3599,PL,,,,,,,,,,
HE1159-1338,NGC4094,,"('180.495', '-13.91639')","('181.47483', '-14.52642')",,,392.8525631,,1704.99,,19.94,,12.77,6.13,61,60,61.91876385,,,.SXT6*.,,62,SAB(rs)cd:,,0.004803,0.506,SP,,,,,,,,,,
CG963,SDSSJ130327.92+283351.1,,"('195.60625', '28.85861')","('195.86634', '28.56422')",,,464.3121692,,5071.69,,71.432184,,12.73,9.42,42,87,51.54472398,,,x,,x,x,,0.015966,0.022,DG,,,,,,,,,,
RBS799,CGCG063-066,,"('146.88792', '10.08556')","('146.70396', '9.73613')",,,316.5883207,,3271.86,,46.08247139,,12.73,7.64,53,140,67.75789548,,,x,,x,x,,0.01014,0.139,DG,,,,,,,,,,
KUG0820+282,IC2361,,"('125.97917', '28.10389')","('126.43541', '27.87457')",,,253.1241782,,2221.26,,31.28540169,,12.59,4.28,70,75,41.68957068,,,.S?....,,78,S?,,0.006878,0.0468,RT,,,,,,,,,,
SDSSJ113327.78+032719.1,SDSSJ113431.78+033805.3,,"('173.36583', '3.45528')","('173.63247', '3.6348')",,,498.3671128,,6315.41,,88.94937119,,12.57,4.9,67,72,164.0396795,,,x,,x,x,,0.020105,0.525,RT,,,,,,,,,,
KISSR1942,2MASXJ15220182+4331560,,"('230.70167', '43.77333')","('230.50746', '43.53232')",,,435.9909025,,6357.44,,89.5413877,,12.5,9.64,40,x,x,,,x,,x,x,,0.020542,0.0394,DG,,,,,,,,,,
HS1700+6416,SDSSJ170122.39+635741.1,,"('255.2525', '64.2025')","('255.34333', '63.96144')",,,470.6724403,,7837.25,,110.3837418,,12.31,8.74,45,146,13.35446873,,,x,,x,x,,0.025785,2.7357,PL,,,,,,,,,,
HE1340-0038,SDSSJ134205.01+004305.6,,"('205.715', '0.89583')","('205.52087', '0.71822')",,,458.6042457,,7090.71,,99.86919164,,12.29,7.86,50,180,47.5340191,,,x,,x,x,,0.022725,0.326,NP,,,,,,,,,,
SDSSJ154459.66+115017.5,UGC10014,,"('236.24833', '11.83806')","('236.43319', '12.51058')",,,362.1895463,,1320.36,,29.8,,12.06,11.45,18,x,x,,,x,,x,Im,,0.003739,0.243546,NP,,,,,,,,,,
MRK106,2MASXJ09192323+5531371,,"('139.98042', '55.36028')","('139.84709', '55.52699')",,,438.4104577,,9742.36,,137.216305,,11.84,7.82,49,75,66.34971266,,,x,,x,x,,0.031935,0.1235,SP,,,,,,,,,,
MRK304,SDSSJ221627.42+140618.9,,"('334.30083', '14.23917')","('334.11427', '14.10527')",,,411.7975669,,7443.65,,104.8401464,,11.77,10.83,23,160,74.32457538,,,x,,x,x,,0.025571,0.0658,SP,,,,,,,,,,
SDSSJ113137.10+155644.0,NGC3593,,"('172.90458', '15.94556')","('168.65417', '12.81767')",,,496.2911501,,913.85,,5.5,,11.74,4.81,66,90,143.643572,,,.SAS0*.,,92,SA(s)0/a;HII   Sy2,,0.002095,0.183,RT,,,,,,,,,,
SDSSJ113210.50+133509.0,NGC3593,,"('173.04375', '13.58583')","('168.65417', '12.81767')",,,416.7991748,,913.85,,5.5,,11.74,4.81,66,90,170.0713273,,,.SAS0*.,,92,SA(s)0/a;HII   Sy2,,0.002095,0.201,RT,,,,,,,,,,
SDSSJ021348.53+125951.4,SDSSJ021415.38+125649.5,,"('33.45208', '12.9975')","('33.56412', '12.9471')",,,183.88554,,6220.65,,87.61483356,,11.72,6.92,54,11,103.2259963,,,x,,x,x,,0.021548,0.2192,DG,,,,,,,,,,
PG1338+416,SDSSJ134001.53+412829.4,,"('205.25333', '41.38722')","('205.00639', '41.47484')",,,424.9956096,,8440.55,,118.881042,,11.68,10.63,24,162,-52.46216484,,,x,,x,x,,0.027311,1.219,SP,,,,,,,,,,
3C323.1,CGCG136-081,,"('236.93167', '20.87111')","('237.06579', '21.02469')",,,216.960925,,4453.49,,62.72519355,,11.56,9.24,37,80,141.1241216,,,x,,x,x,,0.014193,0.2643,PL,,,,,,,,,,
Q_J0751+2919,SDSSJ075106.86+290430.0,,"('117.80125', '29.32722')","('117.77858', '29.075')",,,456.9327996,,7347.19,,103.4815269,,11.28,8.57,41,58,127.1351888,,,x,,x,x,,0.024093,0.912,DG,,,,,,,,,,
SDSSJ105330.82+523752.8,MRK0153,,"('163.37833', '52.63111')","('162.27097', '52.3355')",,,466.4917056,,2604.71,,36.299999,,11.18,6.26,56,x,x,,,.S?....,,-99,Scp,,0.00797,0.2526,NP,,,,,,,,,,
IRAS09583+4714-B,UGC05354,,"('150.38', '46.99639')","('149.72246', '47.73683')",,,291.9690702,,1374.61,,19.36072695,,11.18,5.59,60,75,63.39609764,,,.SB?...,,75,Sm             HII,,0.003896,0.086,PL,,,,,,,,,,
US2450,SDSSJ112702.07+270850.4,,"('171.90167', '26.91389')","('171.75864', '27.14735')",,,471.5740001,,7212.92,,101.5904391,,11.08,8.2,42,81,67.51086145,,,x,,x,x,,0.02312,0.379,RT,,,,,,,,,,
PG1001+291,SDSSJ100427.09+284043.9,,"('151.01083', '28.92667')","('151.11291', '28.67887')",,,423.5168559,,6539.62,,92.10726571,,11.07,10.18,23,122,35.61451937,,,x,,x,Extended Src [SDSS],,0.02101,0.3297,SP,,,,,,,,,,
RBS1503,NGC5963,,"('232.28125', '56.26833')","('233.36608', '56.55969')",,,311.7411401,,821.77,,26.775,,10.94,7.66,46,55,199.9657055,,,.S...P.,,55,S pec,,0.002185,0.099,SP,,,,,,,,,,
SDSSJ085259.20+031320.0,SDSSJ085233.09+030241.1,,"('133.24667', '3.22222')","('133.13789', '3.04477')",,,456.7480258,,8930.64,,125.7837271,,10.94,9.74,27,98,113.5001158,,,x,,x,x,,0.0292,0.297,RT,,,,,,,,,,
SDSSJ030321.41-075923.2,SDSSJ030420.86-065947.2,,"('45.83917', '-7.98972')","('46.08696', '-6.99647')",,,484.4906021,,1926.26,,27.13035354,,10.81,7.46,46,x,x,,,x,,x,SB(s)m,,0.007202,0.1649,DG,,,,,,,,,,
SDSSJ100902.10+071344.0,UGC05504,,"('152.25875', '7.22889')","('153.20495', '7.1038')",,,417.9164193,,1795.03,,25.28214315,,10.7,1.5,82,81,16.53334001,,,.S..7*.,,81,Sdm,,0.005154,0.4565,SP,,,,,,,,,,
SDSSJ115552.80+292238.0,2MASXJ11545582+2920334,,"('178.97', '29.37722')","('178.73253', '29.34254')",,,343.9929387,,6668.27,,93.91927532,,10.7,8.13,41,60,201.6898974,,,x,,x,E,,0.021292,0.52,RT,,,,,,,,,,
SDSSJ022614.50+001529.0,UGC01839,,"('36.56042', '0.25806')","('35.6251', '-0.61755')",,,427.1003754,,1282.17,,19.1,,10.65,1.28,83,45,181.8777902,,,.S..7*/,,45,Sdm,,0.005134,0.615,DG,,,,,,,,,,
PG0953+414,KUG0952+418,,"('149.21792', '41.25639')","('148.93984', '41.57497')",,,459.7903882,,4912.29,,69.18716361,,10.63,4.83,63,145,-6.11371272,,,x,,x,S;BlueCG,,0.015662,0.2341,SP,,,,,,,,,,
Q_J0925+400,NGC2844,,"('141.47792', '40.07056')","('140.45003', '40.15126')",,,332.4007848,,1683.6,,24.1,,10.52,5.61,58,x,81.48962035,,,.SAR1*.,,13,SA(r)a:        HII,,0.004957,0.47,DG,,,,,,,,,,
RBS1454,CGCG048-091,,"('225.51708', '6.75444')","('225.57009', '6.34487')",,,431.61332,,4251.94,,59.88643275,,10.51,4.84,63,56,116.6276387,,,x,,x,x,,0.013403,0.286,RT,,,,,,,,,,
HE0056-3622,MCG-06-03-014,,"('14.65583', '-36.10139')","('14.87246', '-36.18661')",,,158.3224039,,3212.72,,46.617,,10.46,5.44,59,25,86.48856935,,,.SBS5*P,,80,SB(s)c: pec,,0.011628,0.162,SP,,,,,,,,,,
LBQS0052-0038,SDSSJ005544.95+003517.7,,"('13.86417', '0.36361')","('13.93742', '0.58828')",,,296.8724389,,5110.59,,71.98016378,,10.35,4.35,65,67,131.051421,,,x,,x,x,,0.018013,0.1676,SP,,,,,,,,,,
3C309.1,NGC5832,,"('224.78167', '71.67222')","('224.44046', '71.68233')",,,21.62502258,,583.49,,11.5,,10.33,6.09,54,44,47.69719247,,,.SBT3$.,,45,SB(rs)b?,,0.001491,0.905,SP,,,,,,,,,,
SDSSJ111323.88+293039.3,UGC06271,,"('168.34917', '29.51083')","('168.65504', '30.31414')",,,474.6960054,,2282.77,,32.15173222,,10.3,4.74,63,50,150.8417021,,,.S..1..,,52,Sa,,0.006701,0.1001,DG,,,,,,,,,,
SDSSJ142405.72+421646.2,NGC5608,,"('216.02375', '42.27944')","('215.82454', '41.77589')",,,139.2354404,,898.37,,15.2,,10.3,5.25,59,95,106.5822338,,,.I..9*.,,95,Im:            HII,,0.002212,0.1847,NP,,,,,,,,,,
CG430,NGC5608,,"('216.62083', '43.47056')","('215.82454', '41.77589')",,,475.6856283,,898.37,,15.2,,10.3,5.25,59,95,110.165635,,,.I..9*.,,95,Im:            HII,,0.002212,0.021,DG,,,,,,,,,,
CSO448,NGC5608,,"('216.23167', '42.23472')","('215.82454', '41.77589')",,,145.8005522,,898.37,,15.2,,10.3,5.25,59,95,126.5803415,,,.I..9*.,,95,Im:            HII,,0.002212,0.316,PL,,,,,,,,,,
SDSSJ141910.20+420747.0,NGC5608,,"('214.7925', '42.12972')","('215.82454', '41.77589')",,,224.2093065,,898.37,,15.2,,10.3,5.25,59,95,13.9259032,,,.I..9*.,,95,Im:            HII,,0.002212,0.874,DG,,,,,,,,,,
PKS0202-76,2MFGC01650,,"('30.55458', '-76.335')","('32.25554', '-75.93755')",,,214.477479,,1532.73,,21.58772752,,10.2,1.63,81,10,246.8317991,,,.SBS7*/,,18,SB(s)d: sp,,0.005545,0.3894,SP,,,,,,,,,,
LBQS0107-0235,APMUKS(BJ)B010711.79-021615.9,,"('17.555', '-2.33139')","('17.43673', '-2.00501')",,,425.0652633,,4981.48,,70.16165001,,10.2,5.71,56,x,x,,,x,,x,x,,0.017582,0.96,SP,,,,,,,,,,
CS1376,SDSSJ132956.56+294619.4,,"('202.45708', '29.57972')","('202.48569', '29.77207')",,,385.260838,,8080.67,,113.8121909,,10,8.2,35,97,91.45870487,,,x,,x,E3             Sbrst,,0.026028,0.049,DG,,,,,,,,,,
IRAS08030+5243,NGC2500,,"('121.71167', '52.58528')","('120.47171', '50.73711')",,,352.8660944,,630.33,,10.1,,9.86,6.51,49,15,198.8564249,,,.SBT7..,,-99,SB(rs)d        HII,,0.001681,0.0835,DG,,,,,,,,,,
PKS0552-640,NGC2082,,"('88.1025', '-64.03639')","('85.463', '-64.30114')",,,370.2777869,,1098.61,,17.978,,9.72,9.14,20,50,214.2659446,,,.SBR3..,,-99,SAB(rs+)c,,0.00395,0.68,SP,,,,,,,,,,
PG1522+101,UGC09845,,"('231.10208', '9.975')","('231.52321', '9.20414')",,,454.3130888,,2110.75,,29.72891395,,9.64,1.81,79,115,36.35885715,,,.S..6*.,,114,Sbc,,0.006321,1.321,DG,,,,,,,,,,
SBS1551+572,SBS1553+573,,"('238.13625', '57.08806')","('238.6984', '57.15962')",,,290.0212278,,3764.22,,53.0171872,,9.59,7.86,35,115,147.7450769,,,x,,x,E,,0.012042,0.366,SP,,,,,,,,,,
PKS0405-12,APMUKS(BJ)B040505.12-123102.0,,"('61.95208', '-12.19333')","('61.85789', '-12.38463')",,,464.1338117,,8894.1,,125.2689972,,9.47,5.1,57,x,x,,,x,,x,x,,0.03026,0.5726,SP,,,,,,,,,,
NGC6365A,CGCG300-014,,"('260.6825', '62.16611')","('260.10731', '62.60367')",,,466.8178755,,3706.22,,52.20031078,,9.41,9.26,10,x,x,,,x,,x,Spherical,,0.012036,0.0283,SP,,,,,,,,,,
4C63.22,NGC5949,,"('230.94125', '63.65667')","('232.00281', '64.7632')",,,298.2887748,,578.55,,14.254,,9.41,3.9,66,x,76.81083354,,,.SAR4$.,,147,SA(r)bc?,,0.001434,0.204,SP,,,,,,,,,,
SDSSJ144511.20+342825.0,UGC09519,,"('221.29667', '34.47361')","('221.58787', '34.37056')",,,123.8840976,,1928.07,,27.15592668,,8.9,5.16,55,75,34.49045664,,,.L...*.,,75,S0:,,0.005644,0.697,DG,,,,,,,,,,
SDSSJ114422.28+401221.1,NGC4214,,"('176.0925', '40.20583')","('183.91321', '36.32689')",,,430.8568741,,566.04,,3.401,,8.41,6.53,39,x,x,,,.IXS9..,,-99,IAB(s)m        HII,,0.00097,0.127,DG,,,,,,,,,,
CGRaBS_J2345-1555,HIPASSJ2344-16,,"('356.30167', '-15.91861')","('356.10792', '-16.81361')",,,286.6190624,,1275.53,,17.96523833,,8.35,8.35,0,x,x,,,.IB.9..,,-99,IBm,,0.005238,0.621,NP,,,,,,,,,,
SDSSJ130728.69+542649.6,UGC08231,,"('196.86917', '54.44694')","('197.1565', '54.07439')",,,270.5083744,,2693.12,,37.93131831,,8.18,4.26,59,70,72.3603405,,,.SB?...,,78,SB?            HII,,0.008239,0.03254,RT,,,,,,,,,,
MRK1298,2dFGRSN170Z139,,"('172.31958', '-4.40222')","('172.15321', '-4.20214')",,,487.7043709,,7633.23,,107.510261,,8.13,2.5,72,x,x,,,x,,x,x,,0.024538,0.06,PL,,,,,,,,,,
SDSSJ025937.46+003736.3,UGC02429,,"('44.90625', '0.62667')","('44.28818', '1.32644')",,,354.7201269,,1545.66,,21.76990902,,7.96,3.58,63,60,78.55807009,,,.SBS9*.,,60,SB(s)m:,,0.005924,0.534,DG,,,,,,,,,,
PG0044+030,UGC00527,,"('11.775', '3.33139')","('12.95792', '3.10583')",,,491.9467119,,1664.37,,23.44185602,,7.79,5.3,47,15,85.7992789,,,x,,x,Sm:,,0.006508,0.6233,SP,,,,,,,,,,
RBS1483,SDSSJ151827.06+582658.6,,"('229.84', '59.14')","('229.6128', '58.44971')",,,468.9737855,,2724.42,,38.37212402,,7.72,4.09,58,18,180.2175376,,,x,,x,x,,0.008521,0.0781,SP,,,,,,,,,,
RX_J1426.2+1955,UGC09274,,"('216.55583', '19.92333')","('217.01148', '21.30381')",,,499.2919855,,1405.76,,19.79949229,,7.49,4.61,52,x,x,,,x,,x,SB?,,0.003823,0.21,PL,,,,,,,,,,
3C95,FGC0453,,"('57.86917', '-14.48611')","('56.82604', '-14.69725')",,,379.8599193,,1498.33,,21.10326037,,7.37,0.92,83,x,x,,,x,,x,Sdm,,0.005661,0.6162,PL,,,,,,,,,,
PG1259+593,SDSSJ125926.77+591734.9,,"('195.30375', '59.03528')","('194.86158', '59.29305')",,,259.2485843,,3072.56,,43.27544857,,7.3,2.56,70,103,17.24183324,,,x,,x,x,,0.009564,0.4778,SP,,,,,,,,,,
SDSSJ155504.40+362847.0,SDSSJ155524.25+361025.7,,"('238.76833', '36.47972')","('238.85104', '36.17381')",,,211.7794155,,2751.72,,38.75666579,,7.29,4.59,51,16,148.8723946,,,x,,x,x,,0.008563,0.714,DG,,,,,,,,,,
RX_J1553.0+3548,SDSSJ155524.25+361025.7,,"('238.27042', '35.80806')","('238.85104', '36.17381')",,,402.7289059,,2751.72,,38.75666579,,7.29,4.59,51,16,221.7884195,,,x,,x,x,,0.008563,0.723,SP,,,,,,,,,,
QSO0639-5028,HIPASSJ0650-52,,"('100.23333', '-50.52944')","('102.66624', '-52.14034')",,,463.8189041,,1035.38,,12,,7.17,4.73,49,6,117.5338707,,,.SBS9..,,6,SAB(s)m,,0.003569,0.204,SP,,,,,,,,,,
SBS1458+535,SDSSJ145753.64+534602.5,,"('224.95667', '53.31917')","('224.4735', '53.76739')",,,427.990368,,3270.92,,46.06928088,,7.17,3.01,65,172,-39.14720718,,,x,,x,x,,0.010273,0.338,SP,,,,,,,,,,
PG1115+407,SDSSJ112136.61+400922.0,,"('169.62667', '40.43194')","('170.40254', '40.15611')",,,350.8002714,,2185.7,,30.78449793,,7.06,4.17,54,119,-9.427099848,,,x,,x,x,,0.006432,0.154,RT,,,,,,,,,,
KAZ147,NGC6470,,"('263.6325', '67.04139')","('266.06196', '67.61939')",,,417.8211865,,1544.8,,21.75772092,,6.96,4.43,50,x,x,,,x,,x,SBb,,0.004877,0.0266,SP,,,,,,,,,,
NGC3516,UGC05955,,"('166.6975', '72.56861')","('163.01772', '71.77308')",,,473.3390854,,1396.47,,19.66865899,,6.4,5.37,33,90,167.8008238,,,.E.....,,-99,E,,0.004166,0.0088,SP,,,,,,,,,,
RBS563,PGC015865,,"('69.62167', '-61.8')","('70.72958', '-62.67306')",,,299.50895,,1201.39,,16.92104544,,6.4,1.97,72,x,x,,,x,,x,Bright nucleus,,0.004403,0.069,SP,,,,,,,,,,
PKS2155-304,2MASXJ22000240-3011016,,"('329.71667', '-30.22556')","('330.01', '-30.18367')",,,308.8493342,,4889.79,,68.8702612,,6.21,4.1,49,35,226.8672518,,,x,,x,Sb,,0.0171,0.116,SP,,,,,,,,,,
HS0058+4213,UGC00655,,"('15.38042', '42.49333')","('16.00517', '41.84292')",,,128.7062418,,655.78,,9.236393026,,6.03,6.03,0,x,x,,,.S..9..,,-99,Sm,,0.002755,0.19,SP,,,,,,,,,,
SDSSJ120721.00+262428.0,NGC4080,,"('181.8375', '26.40778')","('181.21595', '26.99252')",,,169.8357729,,856.78,,12.06738802,,6.03,4.1,47,130,3.257524245,,,.I..9?.,,125,Im?,,0.001891,0.324,DG,,,,,,,,,,
UM428,UGC06457,,"('171.66958', '-1.69389')","('171.80104', '-0.99464')",,,217.6178632,,1244.24,,17.52453175,,5.9,5.78,11,x,x,,,.I..9*.,,-99,dIn,,0.003212,0.0464,SP,,,,,,,,,,
PG1435-067,MRK1385,,"('219.5675', '-6.97222')","('220.06371', '-6.19623')",,,446.2711397,,1974.76,,27.81353337,,5.84,3.15,57,40,172.585703,,,x,,x,x,,0.0058,0.126,DG,,,,,,,,,,
IRAS12071-0444,2dFGRSN061Z169,,"('182.43833', '-5.02028')","('182.23533', '-5.20056')",,,408.348969,,6132.18,,86.36877087,,5.78,3.27,56,x,x,,,x,,x,x,,0.019508,0.1284,DG,,,,,,,,,,
MRK380,UGC03739,,"('109.96208', '74.46583')","('109.13343', '75.74151')",,,381.6603122,,1200.48,,16.9081605,,5.77,4.5,39,x,x,,,.I..9*.,,-99,Im:,,0.003736,0.475,SP,,,,,,,,,,
RX_J0048.3+3941,UGC00578,,"('12.07917', '39.68639')","('14.08804', '39.82581')",,,492.1986452,,1291.27,,18.18693336,,5.72,2.17,68,0,266.0294482,,,x,,x,_,,0.004907,0.134,SP,,,,,,,,,,
SDSSJ103216.14+505119.7,UGC05740,,"('158.0675', '50.85528')","('158.69083', '50.76833')",,,79.54866941,,864.15,,11.3,,5.61,3.87,46,140,-42.05833858,,,x,,x,SABm,,0.002165,0.1731,DG,,,,,,,,,,
SDSSJ234500.43-005936.0,UGC12729,,"('356.25167', '0.99333')","('355.08646', '1.24586')",,,464.512634,,1585.21,,22.326901,,5.47,3.17,55,60,42.23266929,,,.S..0..,,74,S0/a,,0.006236,0.79,SP,,,,,,,,,,
PG1407+265,SDSSJ140928.10+254724.3,,"('212.34958', '26.30583')","('212.3671', '25.7901')",,,432.8500588,,3412.67,,48.06572964,,5.42,3.9,44,109,69.0546993,,,x,,x,Extended Src [SDSS],,0.010495,0.94,SP,,,,,,,,,,
SDSSJ113303.78+651341.3,SDSSJ112650.48+640816.8,,"('173.26583', '65.22806')","('171.71036', '64.13801')",,,370.5641232,,1180.57,,16.62780172,,5.22,2.52,61,x,x,,,.P.....,,-99,x,,0.003325,0.2414,DG,,,,,,,,,,
MRK231,SDSSJ130206.46+584142.9,,"('194.05917', '56.87361')","('195.52692', '58.69525')",,,404.7415703,,830.53,,11.69755968,,5.2,1.35,75,31,187.8580102,,,x,,x,x,,0.002077,0.041,DG,,,,,,,,,,
RX_J0209.5-0438,APMUKS(BJ)B020758.80-044919.8,,"('32.37833', '-4.64083')","('32.62333', '-4.58678')",,,483.0360728,,7856.32,,110.6523747,,5.15,4.51,29,x,x,,,x,,x,x,,0.0271,1.128,SP,,,,,,,,,,
SDSSJ161916.50+334238.0,SDSSJ162152.54+332903.2,,"('244.81875', '33.71056')","('245.46893', '33.48424')",,,415.3657764,,2878.79,,40.54631728,,5.13,3.13,52,12,97.1950208,,,x,,x,x,,0.009055,0.471,DG,,,,,,,,,,
NGC6090,SDSSJ161254.47+521038.0,,"('242.9175', '52.45639')","('243.22696', '52.17724')",,,474.7410108,,5727.15,,80.66404883,,4.85,4.03,34,97,35.05406691,,,x,,x,x,,0.018597,0.0302,DG,,,,,,,,,,
SBS1521+598,UGC09816,,"('230.47417', '59.6725')","('229.70017', '59.46244')",,,91.36367949,,835.63,,11.76945643,,4.83,1.54,71,x,x,,,x,,x,Im:,,0.002231,0.2862,SP,,,,,,,,,,
UGC8335,NGC5204,,"('198.89625', '62.12444')","('202.40213', '58.41872')",,,368.0810029,,405.67,,5.154,,4.75,3.23,47,173,-36.41165678,,,.SAS9..,,5,SA(s)m         HII,,0.00067,0.031065,RT,,,,,,,,,,
SBS0934+546,SDSSJ094024.71+543843.4,,"('144.55583', '54.47361')","('145.10296', '54.64541')",,,239.3817002,,2699.12,,38.01580881,,4.71,2.68,55,176,76.56664,,,x,,x,x,,0.0084,0.1021,DG,,,,,,,,,,
SDSSJ133045.10+281321.0,UGC08578,,"('202.68792', '28.2225')","('203.89833', '29.21692')",,,449.3324823,,1129.66,,17.700001,,4.63,1.54,71,x,207.5899921,,,.S?....,,23,Sa             Sbrst,,0.002845,0.417,DG,,,,,,,,,,
IRAS_F09539-0439,MCG-01-26-012,,"('149.12583', '-4.88778')","('150.65', '-6.01361')",,,204.4446322,,889.81,,6.1999998,,4.44,0.44,84,x,x,,,.S..7*/,,-99,Sdm,,0.002208,0.157,SP,,,,,,,,,,
MRK478,SDSSJ144330.15+344347.5,,"('220.53125', '35.43972')","('220.87564', '34.72988')",,,366.7075655,,1953.25,,27.51061151,,4.16,2.16,59,157,-2.877961499,,,x,,x,x,,0.005724,0.0791,SP,,,,,,,,,,
HE2347-4342,2MASXJ23561505-4325391,,"('357.64292', '-43.43333')","('359.06271', '-43.42753')",,,304.2568013,,1200.42,,16.90733578,,3.87,2.86,42,45,224.7657487,,,.SBS9..,,157,SAB(s)bc pec,,0.004861,2.885,PL,,,,,,,,,,
HS0946+4845,UGC05348,,"('147.50333', '48.52472')","('149.504', '47.32447')",,,320.2638563,,724.07,,10.1981329,,3.84,0.69,80,120,0.962573041,,,x,,x,Sdm:,,0.001726,0.59,NP,,,,,,,,,,
MRK1392,SDSSJ150808.43+025416.5,,"('226.48583', '3.70722')","('227.03514', '2.9046')",,,448.825454,,1878.27,,26.45451776,,3.81,1.26,71,163,-17.3783598,,,x,,x,dE/I,,0.00551,0.036,PL,,,,,,,,,,
PG1444+407,UGC09497,,"('221.69167', '40.585')","('221.05336', '42.62889')",,,441.7777761,,856.25,,12.05990478,,3.73,0.93,76,63,99.65818207,,,x,,x,Pec;BlueCG,,0.00211,0.2673,SP,,,,,,,,,,
PG0026+129,UGC00290,,"('7.3075', '13.26806')","('7.28486', '15.89912')",,,318.9983335,,493.2,,6.946487189,,3.68,0.37,84,136,43.50712174,,,.I..9?.,,136,Sdm,,0.002522,0.142,SP,,,,,,,,,,
TON_S210,2MASXJ01275928-2905119,,"('20.465', '-28.34917')","('21.99708', '-29.08667')",,,469.3795346,,1245.8,,17.54646191,,3.57,2.55,44,x,112.7194061,,,.S?....,,3,S?,,0.005088,0.116,SP,,,,,,,,,,
KUG1647+298,SDSSJ164932.95+295554.8,,"('252.27167', '29.75889')","('252.38731', '29.93191')",,,213.1257189,,4335.16,,61.05864539,,3.55,3.2,26,18,195.7528056,,,x,,x,x,,0.014,0.0321,DG,,,,,,,,,,
PKS0558-504,2MASXJ05524623-5105385,,"('89.9475', '-50.4475')","('88.19271', '-51.09408')",,,340.4446278,,1078.32,,15.18759712,,3.34,2,53,0,249.7558637,,,x,,x,x,,0.003863,0.137,SP,,,,,,,,,,
TON52,SDSSJ110234.52+321339.2,,"('166.02917', '31.68639')","('165.64383', '32.22756')",,,287.1445449,,1847.51,,26.02120217,,3.33,0.98,73,x,x,,,x,,x,x,,0.005272,0.434,DG,,,,,,,,,,
SDSSJ102512.80+480852.0,SDSSJ102225.46+475218.4,,"('156.30333', '48.14778')","('155.60608', '47.87178')",,,243.4990543,,1827.6,,25.74088522,,3.28,1.44,64,97,151.4027261,,,x,,x,x,,0.00537,0.332,PL,,,,,,,,,,
HS1453+2802,2MASXJ14573938+2639535,,"('224.03625', '27.83583')","('224.41412', '26.66478')",,,492.9612931,,1646.07,,23.18403664,,3.17,1.9,53,140,22.1193453,,,x,,x,x,,0.0047,0.249,PL,,,,,,,,,,
SDSSJ102056.30+100333.0,NGC3299,,"('155.23458', '10.05917')","('159.09917', '12.70739')",,,435.6169285,,908.35,,5.4000001,,3.17,2.41,41,3,232.571088,,,.SXS8..,,3,SAB(s)dm,,0.002138,0.609,PL,,,,,,,,,,
SDSSJ152139.66+033729.2,SDSSJ152450.12+030453.1,,"('230.41542', '3.62472')","('231.20884', '3.08142')",,,462.5629611,,1959.12,,27.59324623,,3.14,2.48,38,84,40.41091797,,,x,,x,BlueCG         HII,,0.005828,0.126,DG,,,,,,,,,,
