Target,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,source,comment
RX_J1356.4+2515,9186,IC4349,4,"('209.10666666666668', '25.256666666666668')","('208.94309', '25.1519')",0.039909016,0.129196158,243.2188215,309.9546935,425.2594687,x,9541,9267,81,134.37,x,45.8,22.9,60,120,65.3,-99.99,x,-99.99,-99,x,x,0.030913,,x,2,FALSE,TRUE,9186,"9115, 9243",276pm15,9.15E13 pm 8.51E12,36.2pm 2.3,Lya,pilot,center is 9179 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
SBS1537+577,9190,x,0,"('234.54167', '57.60361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.0734,x,0,FALSE,FALSE,9190,"9160, 9224",67pm16,1.47E13 pm 4.07E12,22.4pm 1.9,Lya,pilot,center is 9192 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
RX_J2139.7+0246,9219,x,0,"('324.9341667', '2.768055556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,9219,"9163, 9271",106pm10,2.35E13 pm 2.57E12,34.0pm 2.2,Lya,pilot,center is 9217 : NO GALAXIES : NO GALAXIES
HE1228+0131,9240,2PIGGNGPGALB+3.26383+0.02704,1,"('187.70833333333334', '1.256388888888889')","('187.64345', '1.27345')",0.178929996,0.009950513,126.7038471,75.09828227,158.4930737,x,9613,9319,79,135.39,x,17.8,15.7,28,45,59.7,-99.99,x,-99.99,-99,x,x,0.031084,0.117,x,1,TRUE,FALSE,9240,"9134, 9310",248,6.04E+13,53.8,Lya,salt,"in pilot paper, blended with 9351 : ONLY 1 GALAXY"
RX_J1356.4+2515,9285,IC4349,4,"('209.10666666666668', '25.256666666666668')","('208.94309', '25.1519')",0.046643205,0.15099653,243.2188215,309.9546935,425.2594687,x,9541,9267,-18,134.37,x,45.8,22.9,60,120,65.3,-99.99,x,-99.99,-99,x,x,0.030913,,x,2,FALSE,TRUE,9285,"9242, 9318",110pm13,2.52E13 pm 3.74E12,29.2pm 1.5,Lya,pilot,center is 9280 : VIRIAL VS CUSTOM RESULT MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
RBS1768,9308,PGC067067,1,"('324.7079166666667', '-38.477777777777774')","('324.43825', '-38.49256')",0.014054123,0.056110879,241.0158033,303.8838726,465.599834,x,8951,9162,-146,126.07,x,45.2,5,84,160,74,-99.99,x,-99.99,-99,Sb,Sb,0.030561,0.18299,x,1,TRUE,TRUE,9308,"9284, 9332",63,1.41E+13,17.9,no,salt,"not labeled, def looks like a blended component though : ONLY 1 GALAXY"
HE1228+0131,9351,2PIGGNGPGALB+3.26383+0.02704,1,"('187.70833333333334', '1.256388888888889')","('187.64345', '1.27345')",0.203857179,0.011336743,126.7038471,75.09828227,158.4930737,x,9613,9319,-32,135.39,x,17.8,15.7,28,45,59.7,-99.99,x,-99.99,-99,x,x,0.031084,0.117,x,1,TRUE,TRUE,9351,"9310, 9380",124,3.01E+13,27.9,Lya,salt,"in pilot paper, blended with 9240 and SII : ONLY 1 GALAXY"
RBS1768,9360,PGC067067,1,"('324.7079166666667', '-38.477777777777774')","('324.43825', '-38.49256')",0.008986431,0.035878195,241.0158033,303.8838726,465.599834,x,8951,9162,-198,126.07,x,45.2,5,84,160,74,-99.99,x,-99.99,-99,Sb,Sb,0.030561,0.18299,x,1,FALSE,TRUE,9360,"9332, 9426",306,1.25E+14,31.8,Lya,salt,"blended with 9308, 9434 : ONLY 1 GALAXY"
RBS1768,9434,PGC067067,1,"('324.7079166666667', '-38.477777777777774')","('324.43825', '-38.49256')",0.003766762,0.015038743,241.0158033,303.8838726,465.599834,x,8951,9162,-272,126.07,x,45.2,5,84,160,74,-99.99,x,-99.99,-99,Sb,Sb,0.030561,0.18299,x,1,FALSE,TRUE,9434,"9420, 9506",161,4.72E+13,25.2,Lya,salt,blended with 9360 : ONLY 1 GALAXY
SBS0957+599,9469,MCG+10-14-058,2,"('150.26083333333332', '59.73722222222222')","('150.2715', '59.824')",0.940614027,1.273901379,261.9530271,364.2128499,207.6454205,x,9716,9540,71,136.84,x,51,16.3,71,165,18.5,-99.99,x,-99.99,-99,x,x,0.031822,,x,1,TRUE,TRUE,9469,"9428, 9518",78pm12,1.64E13 pm 2.88E12,31.2pm 4.0,Lya,pilot,center is 9473
RBS1795,9517,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.344,x,0,FALSE,FALSE,9517,"9500, 9538",18pm3,3.55E12 pm 6.98E11,13.4pm 2.3,Lya,pilot,center is 9518 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
SDSSJ112005.00+041323.0,9533,x,0,"('170.0208333', '4.223055556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.54689,x,0,FALSE,FALSE,9533,"9473, 9607",255,6.54E+13,48.2,Lya,salt, : NO GALAXIES
RX_J0714.5+7408,9558,x,0,"('108.65083', '74.13639')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.371,x,0,FALSE,FALSE,9558,"9562, 9592",14pm4,2.87E12 pm 8.92E11,9.9pm 4.1,done,pilot,"very weak, center is 9577 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
HE1228+0131,9568,2PIGGNGPGALB+3.26383+0.02704,1,"('187.70833333333334', '1.256388888888889')","('187.64345', '1.27345')",0.044389131,0.002468533,126.7038471,75.09828227,158.4930737,x,9613,9319,-249,135.39,x,17.8,15.7,28,45,59.7,-99.99,x,-99.99,-99,x,x,0.031084,0.117,x,1,TRUE,FALSE,9568,"9522, 9618",32,6.20E+12,31.5,no,salt,in pilot paper : ONLY 1 GALAXY
QSO1500-4140,9621,x,0,"('225.8916667', '-41.87305556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.335,x,0,FALSE,FALSE,9621,"9558,  9680",286,8.55E+13,45.4,Lya,salt,"weird continuum, looks like a double to me? : NO GALAXIES"
RX_J1544.5+2827,9642,PGC055892,2,"('236.12708333333333', '28.465555555555557')","('235.98894', '28.52408')",0.015436273,0.001015248,159.7267112,124.2507505,326.1960131,x,9846,9646,4,138.67,x,24.9,18.4,42,55,60.7,-99.99,x,-99.99,-99,SBa_Sy2,SBa_Sy2,0.032176,,x,1,TRUE,FALSE,9642,"9577, 9695",183pm14,4.81E13 pm 4.50E12,33.8pm 2.4,Lya,pilot,center is 9636 : VIRIAL AND CUSTOM INCLUDE MISMATCH
HE1228+0131,9716,2PIGGNGPGALB+3.26383+0.02704,1,"('187.70833333333334', '1.256388888888889')","('187.64345', '1.27345')",0.004066549,0.000226146,126.7038471,75.09828227,158.4930737,x,9613,9319,-397,135.39,x,17.8,15.7,28,45,59.7,-99.99,x,-99.99,-99,x,x,0.031084,0.117,x,0,FALSE,FALSE,9716,"9700, 9754",11,2.07E+12,21,Lya,salt,"in pilot paper, extremely weak/dubious : ONLY 1 GALAXY"
MRC2251-178,9735,x,0,"('343.5245833', '-17.58194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.06609,x,0,FALSE,FALSE,9735,"9668, 9798",188,4.52E+13,40.8,Lya,salt, : NO GALAXIES
QSO1500-4140,9757,x,0,"('225.8916667', '-41.87305556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.335,x,0,FALSE,FALSE,9757,"9680, 9860",491,1.59E+14,66.1,Lya,salt,"weird continuum, very uncertain : NO GALAXIES"
RX_J1544.5+2827,9759,PGC055892,2,"('236.12708333333333', '28.465555555555557')","('235.98894', '28.52408')",0.011222213,0.000738088,159.7267112,124.2507505,326.1960131,x,9846,9646,-113,138.67,x,24.9,18.4,42,55,60.7,-99.99,x,-99.99,-99,SBa_Sy2,SBa_Sy2,0.032176,,x,1,TRUE,FALSE,9759,"9702, 9794",169pm12,4.32E13 pm 3.99E12,32.4pm 2.0,Lya,pilot,center is 9748 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
SDSSJ080838.80+051440.0,9760,x,0,"('122.16167', '5.24444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.361,x,0,FALSE,FALSE,9760,"9728, 9788",58pm15,1.25E13 pm 3.52E12,22.2pm 1.7,done,pilot,center is 9758 : ONLY 1 GALAXY : NO GALAXIES : NO GALAXIES : NO GALAXIES
PG1302-102,9805,x,0,"('196.3875', '-10.55527778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,0,FALSE,FALSE,9805,"9774, 9816",21,4.14E+12,16.1,Lya,salt,in pilot paper : NO GALAXIES
SDSSJ091728.60+271951.0,9814,x,0,"('139.3691667', '27.33083333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,9814,"9762, 9874",95pm17,2.01E13 pm 4.00E12,41.7pm 2.1,Lya,pilot,center is 9818 : NO GALAXIES : NO GALAXIES
SBS1537+577,9824,x,0,"('234.54167', '57.60361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.0734,x,0,FALSE,FALSE,9824,"9795, 9845",40pm15,8.29E12 pm 3.39E12,18.6pm 2.9,Lya,pilot,center is 9820 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
3C273.0,9835,3C273:[PWC2011]0288,1,"('187.27791666666667', '2.0525')","('187.12675', '2.1085')",2.32E-06,2.39E-22,111.5528277,56.93673682,401.713714,x,10144,9849,14,142.86,x,14.8,12.6,32,132,21.7,-99.99,x,-99.99,-99,x,x,0.032853,0.15834,x,0,FALSE,FALSE,9835,"9782, 9884",39,7.69E+12,30,Lya,salt,in pilot paper : ONLY 1 GALAXY
PG1302-102,9856,x,0,"('196.3875', '-10.55527778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,0,FALSE,FALSE,9856,"9825, 9885",35,6.98E+12,21.5,Lya,salt,in pilot paper : NO GALAXIES
HE0241-3043,9881,x,0,"('40.90708', '-30.51333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,9881,"9837, 9919",46pm10,9.38E12 pm 2.03E12,28.8pm 3.0,Lya,pilot,center is 9878 : NO GALAXIES : NO GALAXIES
SDSSJ112224.10+031802.0,9890,x,0,"('170.6004167', '3.300555556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.47528,x,0,FALSE,FALSE,9890,"9822, 9960",56,1.10E+13,52.6,Lya,salt,in pilot set : NO GALAXIES
MRK876,9895,x,0,"('243.48833', '65.71944')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,9895,"9877, 9925",13pm2,2.38E12 pm 3.03E11,18.5pm 1.6,Lya,pilot,"center is 9901, weak : NO GALAXIES : NO GALAXIES"
1H0419-577,9962,x,0,"('66.50291667', '-57.20055556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.104,x,0,FALSE,FALSE,9962,"9926, 10000",34,6.78E+12,23.3,Lya,salt, : NO GALAXIES
RX_J1503.2+6810,10122,MCG+11-18-020,1,"('225.81833333333333', '68.16833333333334')","('225.56167', '68.26181')",0.007589149,0.031009374,249.7749021,328.4055054,325.1692001,x,9912,9765,-357,139.6,x,47.6,30.5,50,135,0.6,-99.99,x,-99.99,-99,x,x,0.032573,0.114,x,1,FALSE,TRUE,10122,"10080, 10170",44pm14,8.89E12 pm 2.98E12,29.4pm 5.1,Lya,pilot,center is 10127 : NEEDS TO BE IDENTIFIED : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY
RBS1795,10154,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.344,x,0,FALSE,FALSE,10154,"10105, 10203",57pm5,1.15E13 pm 1.15E12,33.5pm 2.1,"d:Lya, Lya",pilot, : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
RX_J1330.8+3119,10180,x,0,"('202.72167', '31.32556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.241,x,0,FALSE,FALSE,10180,"10046, 10314",817pm13,4.14E14 pm 2.43E13,83.2pm 1.6,f:Lya,pilot,"f:Lya labeled at 10191, I measure 10180. I don't have galaxy information out this far : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
SDSSJ112224.10+031802.0,10193,x,0,"('170.6004167', '3.300555556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.47528,x,0,FALSE,FALSE,10193,"10139, 10243",181,4.53E+13,36,Lya,salt,"in pilot set, outside window : NO GALAXIES"
SDSSJ080838.80+051440.0,10195,x,0,"('122.16167', '5.24444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.361,x,0,FALSE,FALSE,10195,"10048, 10344",780pm24,3.02E14 pm 1.97E13,80.6pm 2.2,done,pilot,center is 10196 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
